PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
213870880,19214943,11,2019-10-19T15:35:00,"100 Block Oakland Ave Pittsburgh, PA 15213",N,Central Oakland,4,THEFT BY DECEPTION,3922 Theft by Deception.,405,3,3,-79.9578262481479,40.4422025627084
213912209,19215466,10,2019-10-22T11:20:00,"100 Block Roup Ave Pittsburgh, PA 15206",Y,Friendship,5,HARRASSMENT,2709(a) Harassment.,807,9,2,-79.9339250897801,40.4645653960994
213968622,19216143,14,2019-10-23T09:00:00,"6500 Block Hamilton Ave Pittsburgh, PA 15206",N,Larimer,5,CRIM MISCHIEF,3304 Criminal Mischief.,1208,9,2,-79.9142657236002,40.4589924478051
214084156,19217025,11,2019-10-18T12:00:00,"400 Block Maplewview Dr Pittsburgh, PA 15220",N,Fairywood,6,THEFT BY DECEPTION,4105(a)(1) Bad Checks / 3922 Theft by Deception.,2808,,,0,0
214336585,19220631,99,2019-10-29T08:48:00,"1400 Block W North Ave Pittsburgh, AL 15233",N,Manchester,1,FOUND PROPERTY,9489 Found Property,2107,6,1,-80.0257673094785,40.4522152724129
214565368,19222482,0,2019-10-31T19:00:00,"2300 Block Mc Cook St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,99,9999 9999 - (Misc. Incident): ,2704,1,1,-80.0296995006498,40.4634848515329
214565962,19222472,6,2019-10-31T18:29:00,"3200 Block Brighton Rd Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",2715,1,1,-80.0311081190629,40.4757891815702
214566097,19222541,11,2019-10-29T00:01:00,"400 Block Atwood St Pittsburgh, PA 15213",N,Central Oakland,4,CREDIT CARDS,4106 Access Device Fraud,406,3,3,-79.9539157582177,40.4380999366591
214441014,19221459,6,2019-10-30T10:30:00,"2600 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1609,3,3,-79.9682421893291,40.4272789740558
-3378003693,19204490,3,2019-10-07T18:26:00,"900 Block Freeland St Pittsburgh, PA 15210",N,Allentown,3,ROBBERY,3701 Robbery. / 3502 Burglary. / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2902 Unlawful Restraint.,1803,3,5,-79.9907077162017,40.4192081235724
213506844,19210551,0,2019-10-15T05:15:00,"800 Block Concord St Pittsburgh, PA 15212",Y,East Allegheny,1,99,2709(a)(5) Harassment Communicates Repeatedly in Anonymous Manner,2304,1,1,-79.9979200918928,40.4576207854593
213511100,19210576,14,2019-10-13T08:00:00,"1300 Block Goettmann St Pittsburgh, PA 15212",N,Troy Hill,1,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,2406,1,1,-79.9879310322987,40.4586339998045
213518475,19210465,10,2019-10-15T13:30:00,"30 Block Ives St Pittsburgh, PA 15212",Y,Spring Hill-City View,1,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",2620,1,1,-79.9910205684478,40.4619793208616
213521265,19210727,99,2019-10-15T19:00:00,"800 Block E Warrington Ave Pittsburgh, PA 15210",N,Allentown,3,DRUG INVESTIGATION,9124 Drug Investigation,1803,3,5,-79.9937050598573,40.4218022561637
-3253006135,19216419,0,2019-10-23T17:10:00,"2100 Block Wharton St Pittsburgh, PA 15203",N,South Side Flats,3,99,9999 9999 - (Misc. Incident): ,1609,3,3,-79.9756669066692,40.4300920719162
214303608,19219571,14,2019-10-28T15:05:00,"300 Block Chalfont St Pittsburgh, PA 15210",N,Beltzhoover,3,CRIM MISCHIEF,3304 Criminal Mischief.,1809,3,5,-80.00222302285,40.4164779392356
214304017,19220106,6,2019-10-28T16:00:00,"1300 Block Heart Ct Pittsburgh, PA 15206",N,Homewood North,5,THEFT,3921 Theft by Unlawful Taking or Disposition. / 3934 Theft from Vehicle,1301,,,0,0
214305537,19219409,0,2019-10-27T17:50:00,"1600 Block Transverse Ave Pittsburgh, PA 15210",Y,Carrick,3,99,9094 Recovered Stolen Vehicle (OUTSIDE CITY),2902,4,3,-79.9832375035548,40.400870489129
214313812,19220418,27,2019-10-29T00:20:00,"Allegheny Ave & W North Ave Pittsburgh, PA 15233",N,Manchester,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2107,1,1,-80.0194327682697,40.4531099351569
214314733,19220471,18,2019-10-29T02:01:00,"Kelly St & N Lang Ave Pittsburgh, PA 15208",Y,Homewood South,5,STOLEN PROPERTY - OTHER,13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 3361  Driving Vehicle at Safe Speed.,1303,9,2,-79.8992592947789,40.456043374704
-3344000817,19220590,99,2019-10-29T07:15:00,"200 Block S 9th St Pittsburgh, PA 15203",N,South Side Flats,3,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,1702,6,6,-79.9983462929082,40.4437221622586
214369506,19220802,3,2019-10-29T13:50:00,"100 Block Rochelle St Pittsburgh, PA 15210",N,Knoxville,3,ROBBERY,3701 Robbery. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,3001,3,5,-79.9881100899007,40.4151750679869
214371194,19220853,6,2019-10-29T15:10:00,"80 Block Estella Ave Pittsburgh, PA 15211",N,Mount Washington,3,THEFT FROM AUTO,3934 Theft from Vehicle,1807,3,5,-80.0010377983529,40.4227990372337
214373051,19220888,27,2019-10-29T08:00:00,"10 Block S 18th St Pittsburgh, PA 15203",N,South Side Flats,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1702,3,3,-79.9810494524616,40.4258107404877
214374920,19220922,6,2019-10-29T15:30:00,"800 Block Dounton Way Pittsburgh, PA 15233",N,Allegheny West,1,THEFT FROM AUTO,3934 Theft from Vehicle,2201,1,1,-80.0151495560404,40.4526809555546
214375968,19220964,27,2019-10-29T17:00:00,"300 Block Miltenberger St Pittsburgh, PA 15219",N,Bluff,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,103,6,3,-79.9816280580953,40.4370244816577
214377042,19220965,27,2019-10-28T09:00:00,"100 Block Newburn Ave Pittsburgh, PA 15227",N,Carrick,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2904,,,0,0
213032579,19205131,18,2019-10-08T15:45:00,"5th Ave & Vine St Pittsburgh, PA 15219",Y,Bluff,2,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance,103,6,3,-79.9840893168764,40.4385060539463
-3318000734,19193040,99,2019-10-08T18:54:00,"N Braddock Ave & Cassina Way Pittsburgh, PA 15208",Y,Shadyside,4,ARREST ON ATTACHMENT ORDER,9015 Failure To Appear/Arrest on Attachment Order,708,9,2,-79.8918882035702,40.4516160018195
213063470,19205380,10,2019-10-08T21:00:00,"1600 Block Crosby Ave Pittsburgh, PA 15216",N,Beechview,6,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1920,4,5,-80.0235631945841,40.4056338086093
213069115,19205396,15,2019-10-08T21:31:00,"Butler St & Plummer St Pittsburgh, PA 15201",Y,Central Lawrenceville,2,FIREARMS NOT TO BE CARRIED WO LICENSE,"6106 Firearms not to be Carried without a License. / 13(a)(32) Paraphernalia - Use or Possession / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 3112 Traffic-Control Signals. / 1543 Driving While Operating Privilege is Suspended or Revoked.",901,7,2,-79.9576446101215,40.4758615000864
213080353,19205406,18,2019-10-08T21:46:00,"Blackadore St & Ferndale St Pittsburgh, PA 15208",Y,Homewood South,5,STOLEN PROPERTY - OTHER,13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 3334 Turning Movements and Required Signals.,1303,9,2,-79.8835908801128,40.4593203878445
214238156,19219435,10,2019-10-27T17:30:00,"1200 Block Lakewood St Pittsburgh, PA 15220",N,Elliott,6,TERRORISTIC THREATS,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2706 Terroristic Threats. / 4304(a)(1) Endangering Welfare of Children.",2020,2,5,-80.0412152806348,40.4479837242676
214241197,19218126,0,2019-10-25T23:38:00,"Washington Blvd & Highland Park Brg Ramp Pittsburgh, PA 15206",N,Highland Park,5,DUI - GENERAL IMPAIRMENT,3802(a)(1) DUI - General Impairment,1106,,,0,0
214273794,19219781,5,2019-10-28T08:20:00,"2000 Block Dellrose St Pittsburgh, PA 15210",N,Carrick,3,BURGLARY,3502 Burglary. / 3921 Theft by Unlawful Taking or Disposition.,2901,4,3,-79.9873061435096,40.3946485400321
214280643,19219900,6,2019-10-28T12:00:00,"300 Block Cedar Ave Pittsburgh, PA 15212",N,East Allegheny,1,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,2304,1,1,-80.0009078039902,40.4508935599436
-3270012222,19219922,6,2019-10-28T12:26:00,"600 Block Bingham St Pittsburgh, PA 15203",Y,South Side Flats,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1702,3,3,-79.9934633647052,40.4292376123528
214291444,19220010,99,2019-10-28T00:00:00,"E Warrington Ave Pittsburgh, PA 15210",N,Allentown,3,DRUG INVESTIGATION,9124 Drug Investigation,1803,,,0,0
214299888,19220039,27,2019-10-28T15:23:00,"Murray Ave & Welfer St Pittsburgh, PA 15217",N,Greenfield,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1517,5,3,-79.9280976304522,40.4249822561185
214301390,19220076,99,2019-10-28T16:12:00,"2000 Block Redrose Ave Pittsburgh, PA 15210",N,Carrick,3,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),2902,4,3,-79.981727723521,40.3955630199867
214306672,19220243,0,2019-10-28T19:19:00,"2700 Block S Water St Pittsburgh, PA 15203",Y,South Side Flats,3,99,627.02(b)(i) Possessing a small amount of marijuana,1609,3,3,-79.9650872279218,40.4287884590462
212992762,19204174,14,2019-10-05T18:00:00,"4900 Block Penn Ave Pittsburgh, PA 15224",N,Garfield,5,CRIM MISCHIEF,3304 Criminal Mischief.,1017,7,2,-79.9448703874501,40.464954026381
213242974,19206805,0,2019-10-10T14:00:00,"1300 Block Rescue St Pittsburgh, PA 15212",N,Spring Hill-City View,1,99,"601.11(a) Littering and Dumping; Any waste, dangerous or detrimental substance upon public property",2620,1,1,-79.9922192155794,40.4667832981277
213245621,19206622,15,2019-10-10T16:10:00,"900 Block Penn Ave Pittsburgh, PA 15222",Y,Central Business District,2,CARRY WEAPONS ON SCHOOL PROP,912 Possession of Weapon on School Property. / 3503 Criminal Trespass / 901 Criminal Attempt,201,6,6,-79.9980468769971,40.4436186700538
213437858,19206168,10,2019-10-09T19:58:00,"200 Block N Homewood Ave Pittsburgh, PA 15208",Y,Point Breeze North,4,SIMPLE ASSAULT,2701 Simple Assault.,1405,9,2,-79.9003547030479,40.4500948113143
213442196,19210016,6,2019-10-14T12:00:00,"3400 Block Ward St Pittsburgh, PA 15213",N,Central Oakland,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,406,3,3,-79.9545983165413,40.4346231798695
213446357,19210109,3,2019-10-15T01:31:00,"Marland St & Knox Ave Pittsburgh, PA 15210",N,Knoxville,3,ROBBERY,3701 Robbery. / 2701 Simple Assault.,3001,3,5,-79.9904063189111,40.4120246091935
-3346004696,19210120,0,2019-10-15T01:51:00,"Penn Ave & N Lexington St Pittsburgh, PA 15208",N,Point Breeze North,4,99,9999 9999 - (Misc. Incident): putting down wounded deer,1405,9,3,-79.8997755493679,40.448670213176
214500259,19221968,10,2019-10-31T01:45:00,"800 Block Freeland St Pittsburgh, PA 15210",Y,Allentown,3,SIMPLE ASSAULT,2701 Simple Assault. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 2901 Kidnapping.,1803,3,5,-79.9936418040012,40.4191509024555
214500242,19179686,99,2019-10-31T05:25:00,"900 Block 2nd Ave Pittsburgh, PA 15219",Y,Bluff,3,ARREST ON ATTACHMENT ORDER,9015 Failure To Appear/Arrest on Attachment Order,1608,6,6,-79.9931846836602,40.4350718181921
214519977,19222094,14,2019-10-31T08:00:00,"700 Block Woodlow St Pittsburgh, PA 15204",N,Crafton Heights,6,CRIM MISCHIEF,3304 Criminal Mischief.,2814,,,0,0
-3025031276,19222113,6,2019-10-31T08:30:00,"4900 Block 2nd Ave Pittsburgh, PA 15207",N,Hazelwood,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1515,5,3,-79.9443669504557,40.4097751007678
214522832,19222114,10,2019-10-31T09:00:00,"2400 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,HARRASSMENT,2709(a) Harassment.,1702,3,3,-79.9707882277001,40.4279555979069
214523000,19219928,14,2019-10-28T11:00:00,"3600 Block Wind Gap Ave Pittsburgh, PA 15205",N,Windgap,6,CRIM MISCHIEF,3304 Criminal Mischief.,2807,,,0,0
214528545,19024419,13,2019-11-02T15:39:00,"900 Block 2nd Ave Pittsburgh, PA 15219",Y,Knoxville,3,RECEIVING STOLEN PROPERTY,"3925 Receiving Stolen Property. / 13(a)(31) Marijuana: Possession Small Amount / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b)",3001,6,6,-79.9931846836602,40.4350718181921
214532989,19222137,11,2019-10-31T09:00:00,"5000 Block 5th Ave Pittsburgh, PA 15232",N,Squirrel Hill North,4,THEFT BY DECEPTION,3922 Theft by Deception.,1401,8,3,-79.941986121072,40.4471163384432
214535387,19219207,99,2019-10-27T12:15:00,"100 Block Stoebner Way Pittsburgh, PA 15206",N,Larimer,5,DRUG INVESTIGATION,9124 Drug Investigation / 8106 Shots Fired,1204,,,0,0
214545742,19222252,0,2019-10-31T12:07:00,"1500 Block Brighton Rd Pittsburgh, PA 15212",Y,California-Kirkbride,1,99,9093 Indirect Criminal Contempt,2507,6,1,-80.0165685056208,40.4568744092444
212928006,19204180,14,2019-10-05T19:30:00,"5200 Block Penn Ave Pittsburgh, PA 15224",N,Garfield,5,CRIM MISCHIEF,3304 Criminal Mischief.,1017,7,2,-79.9393754845713,40.464224288347
212942950,19202576,5,2019-10-05T04:30:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Central Business District,6,BURGLARY,3502 Burglary. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item,2019,6,6,-79.9960409452176,40.4350395659104
212949679,19204170,14,2019-10-07T10:00:00,"300 Block S Fairmount St Pittsburgh, PA 15232",N,Friendship,5,CRIM MISCHIEF,3304 Criminal Mischief.,807,7,2,-79.93446356764,40.4612663510893
-3249011501,19204884,12,2019-10-08T09:44:00,"20 Block Wabash St Pittsburgh, PA 15220",N,West End,6,THEFT-FAIL MAKE DISP FUNDS REC,3927 Theft by Failure to Make Required Disp. of Funds,2019,2,5,-80.034833222947,40.4409474928395
213011352,19204958,99,2019-10-08T12:00:00,"1700 Block Murray Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,FOUND PROPERTY,9489 Found Property,1408,5,3,-79.9231547045145,40.4379249093786
213222876,19206609,10,2019-10-09T11:30:00,"2800 Block Penn Ave Pittsburgh, PA 15222",N,Strip District,2,SIMPLE ASSAULT,2701 Simple Assault.,203,7,6,-79.9752251685523,40.4568522447489
213372976,19209155,27,2019-10-13T19:20:00,"5400 Block Fredanna St Pittsburgh, PA 15207",N,Lincoln Place,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,3102,5,3,-79.9086852234599,40.3688982350352
-3247001480,19208241,14,2019-10-12T12:00:00,"5600 Block Stanton Ave Pittsburgh, PA 15206",N,Highland Park,5,CRIM MISCHIEF,3304 Criminal Mischief.,1102,9,2,-79.9262526563548,40.4715111797246
213373329,19209255,6,2019-10-13T22:49:00,"S 12th St & Muriel St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT FROM AUTO,3934 Theft from Vehicle,1702,3,3,-79.9864713742875,40.4300871034365
213426031,19163827,18,2019-10-14T13:23:00,"2100 Block Wylie Ave Pittsburgh, PA 15219",Y,Middle Hill,2,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession,501,6,3,-79.979247488563,40.4448902812774
213428155,19209700,99,2019-10-14T14:00:00,"Market St Pittsburgh, PA 15222",N,Central Business District,2,FOUND PROPERTY,9489 Found Property,201,6,6,-80.0044622357327,40.4379182353827
213446110,19210053,3,2019-10-14T23:15:00,"20 Block Bailey Ave Pittsburgh, PA 15211",N,Mount Washington,3,ROBBERY,3701 Robbery.,1807,3,5,-80.0049238597881,40.4267009632189
214143581,19217397,0,2019-10-25T01:50:00,"S 14th St & E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,99,601.16 Public Urination And Defecation,1702,3,3,-79.9841490514312,40.42880715024
214372827,19220845,13,2019-10-29T15:04:00,"Eckert St & Beaver Ave Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,RECEIVING STOLEN PROPERTY,3925 Receiving Stolen Property. / 1501 Drivers Required to be Licensed. / 3733 Fleeing or Attempting to Elude Police Officer,2704,,,0,0
214570475,19222288,0,2019-10-31T14:29:00,"100 Block Hazlett St Pittsburgh, PA 15214",N,Northview Heights,1,99,9999 9999 - (Misc. Incident): Property Dispute,2609,1,1,-80.0016475315907,40.4771220938325
214571055,19222584,27,2019-10-31T20:50:00,"300 Block Alice St Pittsburgh, PA 15210",N,Knoxville,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,3001,3,5,-79.9935231972566,40.4097874382891
214572258,19222630,14,2019-10-31T22:00:00,"700 Block Montooth St Pittsburgh, PA 15210",N,Beltzhoover,3,CRIM MISCHIEF,3304 Criminal Mischief.,1809,,,0,0
214475295,19221659,23,2019-10-28T19:15:00,"300 Block North Shore Dr Pittsburgh, PA 15212",Y,North Shore,1,PUBLIC DRUNKENESS,5505 Public Drunkenness / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,2205,1,1,-80.0096338538371,40.4549104336875
214489789,19221847,99,2019-10-30T04:00:00,"10 Block E North Ave Pittsburgh, PA 15212",N,Allegheny Center,1,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),2204,1,1,-80.0061461533418,40.4558516535202
214516188,19222098,6,2019-10-31T07:00:00,"1500 Block Murray Ave Pittsburgh, PA 15217",N,Squirrel Hill North,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1403,8,3,-79.9236034226318,40.4412121062533
214526744,19222131,14,2019-10-31T08:15:00,"5500 Block Aylesboro Ave Pittsburgh, PA 15217",N,Squirrel Hill North,4,CRIM MISCHIEF,3304 Criminal Mischief. / 3503(b.1) Criminal Trespass - Simple Trespasser,1401,8,3,-79.9305140572072,40.4386686029173
214561164,19222396,99,2019-10-31T16:48:00,"General Robinson St E & Sandusky St Pittsburgh, PA 15212",N,North Shore,1,FOUND PROPERTY,9489 Found Property,2205,1,6,-80.0022802722935,40.4486346658671
214563672,19221598,6,2019-10-30T14:20:00,"20 Block Vine St Pittsburgh, PA 15219",N,Crawford-Roberts,2,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,305,6,3,-79.9839456497375,40.4393428496081
214564315,19222291,10,2019-10-31T14:40:00,"100 Block Landleiss Pl Pittsburgh, PA 15219",Y,Terrace Village,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",510,,,0,0
214593325,19222982,0,2019-11-01T09:15:00,"400 Block Armandale St Pittsburgh, PA 15212",N,Central North Side,1,99,9999 9999 - (Misc. Incident): ,2503,6,1,-80.0119053090494,40.4586243854703
212947333,19204280,0,2019-10-07T13:15:00,"2500 Block Bedford Ave Pittsburgh, PA 15219",N,Bedford Dwellings,2,99,9993 PFA Service with Weapons Supplement,509,6,3,-79.9728325359297,40.4504453708583
213190554,19206002,0,2019-10-09T17:00:00,"2000 Block De Ruad St Pittsburgh, PA 15219",N,West Oakland,4,99,9994 PFA Service,402,,,0,0
213523097,19210749,10,2019-10-10T23:10:00,"3400 Block Rigel Ave Pittsburgh, PA 15212",Y,Brighton Heights,1,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose,2708,1,1,-80.0304719769579,40.4775130841256
213594399,19211419,6,2019-10-16T17:49:00,"400 Block 56th St Pittsburgh, PA 15201",N,Upper Lawrenceville,2,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",1011,,,0,0
213595101,19211400,10,2019-10-16T17:30:00,"800 Block Freeland St Pittsburgh, AK 15210",Y,Allentown,3,SIMPLE ASSAULT,2701 Simple Assault.,1803,3,5,-79.9936418040012,40.4191509024555
214138411,19217616,0,2019-10-25T10:30:00,"1900 Block Pioneer Ave Pittsburgh, PA 15226",Y,Brookline,6,99,9999 9999 - (Misc. Incident): Check Wellbeing,1917,4,5,-80.0160585948811,40.4040374887942
214278592,19219832,0,2019-10-28T10:15:00,"2900 Block Sacramento Ave Pittsburgh, PA 15204",N,Sheraden,6,99,8106 Shots Fired,2018,2,5,-80.0490449274855,40.4564018693417
214378501,19220999,6,2019-10-29T00:01:00,"1200 Block Arnold St Pittsburgh, PA 15220",N,Elliott,6,THEFT,3921 Theft by Unlawful Taking or Disposition.,2020,2,5,-80.0451288834818,40.4420815646514
214379488,19221006,6,2019-10-29T17:00:00,"900 Block Rosselle Ct Pittsburgh, PA 15207",N,Glen Hazel,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,1504,,,0,0
214381029,19221024,6,2019-10-29T00:01:00,"4800 Block Harrison St Pittsburgh, PA 15201",N,Central Lawrenceville,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,901,7,2,-79.9592040052429,40.4771218462037
